RESIDENCE,BIRTHPLACE,NATIONALITY,EG_FGN_RESIDENT,ID_TYPE,CUSTOMER_SEGMENT,INDUSTRY,JOB_TITLE,INCOME_SOURCE,SEX,TITLE,AGE,CONTACT_DATE,ACCOUNT_SINCE,DATE_TIME_LOANS,LOAN_START_DATE,LOAN_END_DATE,CUSTOMER_TYPE,KYC_DATE,KYC_REMAINING_DAYS,KYC_YEARS_INT,KYC_RISK_RATE,KYC_RISK_CATEG,CUSTOMER_STATUS,CURRENCY,INTEREST_BASIS,LOAN_MONTHS,LOAN_AMOUNT,TOTAL_LOAN_AMOUNT,TOT_INTEREST_AMT,MONTHLY_PAYMENT,CONTRACT_TYPE,ISL&SME_REPAY_TYPE,HAS_CHRG,CHRG_CODE,INTEREST_RATE,LOAN_TYPE,LOAN_SUB_TYPE,POSTING_RESTRICT,TOTAL_MONTHLY_INCOME,JOINT_SEPARAT,MARITAL_STATUS,DTI,MONTHLY_PAYMENT_BURDEN,ANNUALIZED_PAYMENT_BURDEN,CUMULATIVE_INTEREST_PCT,EFFECTIVE_INTEREST_RATE,INTEREST_TO_INCOME_RATIO,INTEREST_COVERAGE,PAYMENT_TO_LOAN_RATIO,PRINCIPAL_SHARE_PER_MONTH,LOAN_TO_INCOME_EXPOSURE,TOTAL_COST_TO_INCOME_EXPOSURE,INTEREST_SHARE_TOTAL,PRINCIPAL_SHARE_TOTAL,PRINCIPAL_TO_INTEREST_RATIO,OVERDUE_STATUS
Menoufia,Menoufia,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,40.0,2020-07-13,2020-07-13,2025-03-08,2020-07-20,2025-03-03,Normal,2020-07-13,-45,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,50000.0,70584.84324257464,20584.843242574643,1176.4140540429107,BULLET,Monthly,0,NO CHARGE,14.499999999999998,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,12500.0,,,5.646787459405972,0.09411312432343286,1.1293574918811944,0.41169686485149287,0.08233937297029857,0.3293574918811943,3.4289716181363676,0.023528281080858214,0.7083673732640878,0.06666666666666667,0.09411312432343286,0.29163262673591217,0.7083673732640878,2.4289716181363676,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,54.63,2017-11-07,2017-11-07,2025-03-08,2018-02-22,2025-03-03,Normal,2023-10-10,1140,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,20000.0,39875.87040301341,19875.87040301341,474.7127428930168,BULLET,Monthly,0,NO CHARGE,22.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.9937935201506706,0.14197050287866722,,2.0062452408105744,0.02373563714465084,0.5015564500001135,,,0.49844354999988655,0.5015564500001135,1.0062452408105744,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,33.4,2019-07-16,2019-07-16,2025-03-08,2019-07-30,2025-03-03,Normal,2019-07-16,-773,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,240,108340.0,201590.12804387693,93250.12804387692,839.9588668494872,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,18.735142011512725,0.07806309171463635,0.9367571005756363,0.8607174454852955,0.04303587227426477,0.43331843886559906,2.16182146097454,0.007752989356188732,0.5374271104010577,0.041953221809169765,0.07806309171463637,0.46257288959894227,0.5374271104010576,1.1618214609745399,CUR
Sharqia,Sharqia,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,59.19,2018-09-17,2018-09-17,2025-03-08,2020-05-14,2025-03-03,Normal,2022-01-30,521,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,72,134000.0,193674.9670317782,59674.967031778186,2689.930097663586,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.4453355748640163,0.07422259581066938,,3.2454976795989205,0.020074105206444672,0.6918808457987928,,,0.3081191542012072,0.6918808457987928,2.2454976795989205,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,MR,32.58,2017-01-08,2017-01-08,2025-03-08,2019-08-27,2025-03-03,Special,2022-08-07,710,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,60020.0,91718.05777625574,31698.057776255737,1091.8816401935208,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.5281249212971633,0.07544641732816618,,2.8934914064343578,0.018191963348775753,0.654396761719677,,,0.3456032382803229,0.6543967617196771,1.8934914064343575,CUR
Giza,Giza,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,53.48,2019-07-21,2019-07-21,2025-03-08,2020-02-06,2025-03-03,Normal,2024-06-24,1397,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,60000.0,95377.98137395014,35377.98137395014,1589.633022899169,BULLET,Monthly,0,NO CHARGE,20.0,Personal Loan,PL-MEDICAL DOCTORS,NO RESTRICTION,,,,,,,0.589633022899169,0.1179266045798338,,2.695970139330216,0.02649388371498615,0.6290760103713764,,,0.37092398962862366,0.6290760103713764,1.6959701393302158,CUR
Ismailia,Ismailia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,31.88,2019-06-26,2019-06-26,2025-03-08,2019-07-22,2025-03-03,Normal,2019-06-26,-427,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,180000.0,311177.78462514817,131177.78462514817,3704.497436013669,BULLET,Monthly,0,NO CHARGE,17.25,Auto Loan,Auto Loan-install-tr-Group deals,KYC Update Needed,,SEPARATE,,,,,0.728765470139712,0.10410935287710173,,2.3721835638127717,0.02058054131118705,0.5784474628123986,,,0.42155253718760133,0.5784474628123987,1.3721835638127715,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,35.77,2020-07-26,2020-07-26,2025-03-08,2020-08-09,2025-03-03,Normal,2020-07-26,-32,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,130000.0,241893.2679130884,111893.2679130884,1007.888616304535,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,ID Update Needed,10760.0,,,22.480786980770297,0.09366994575320958,1.124039349038515,0.8607174454852954,0.04303587227426477,0.5199501297076599,2.16182146097454,0.007752989356188731,0.5374271104010577,0.05034076827757125,0.09366994575320957,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Alexandria,Alexandria,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,57.06,2018-07-04,2018-07-04,2025-03-08,2019-09-30,2025-03-03,Normal,2024-01-15,1237,5,LOW,Low Risk Customer,Marginally,EGP,A,72,50000.0,80086.07213312895,30086.07213312896,1112.3065574045688,BULLET,Customized Repayment Scheduele,0,NO CHARGE,17.0,Personal Loan,Unsec-Per-Mur-Sal-InstTran-NBK,NO RESTRICTION,,,,,,,0.6017214426625792,0.10028690711042987,,2.661898561525518,0.022246131148091375,0.62432828416012,,,0.3756717158398801,0.62432828416012,1.6618985615255182,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,53.05,2012-05-23,2012-05-23,2025-03-08,2020-02-18,2025-03-03,Normal,2022-02-03,525,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,273000.0,462031.39158906805,189031.39158906805,5500.373709393667,BULLET,Monthly,0,NO CHARGE,16.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.6924226798134361,0.09891752568763372,,2.444204572082238,0.02014788904539805,0.5908689430410108,,,0.4091310569589892,0.5908689430410108,1.444204572082238,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,42.32,2019-08-15,2019-08-15,2025-03-08,2019-09-24,2025-03-03,Normal,2024-06-24,1397,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,134142.0,249600.3595722885,115458.35957228852,1040.0014982178689,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,23.197059439803763,0.09665441433251569,1.1598529719901882,0.8607174454852956,0.04303587227426478,0.5365165407634225,2.1618214609745396,0.007752989356188731,0.5374271104010576,0.05194470260223048,0.09665441433251568,0.4625728895989424,0.5374271104010577,1.1618214609745399,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,57.82,2014-11-12,2014-11-12,2025-03-08,2020-08-06,2025-03-03,Normal,2022-01-04,495,5,LOW,Low Risk Customer,Marginally,EGP,A,60,50000.0,73753.56328896715,23753.563288967154,1229.2260548161194,BULLET,Monthly,0,NO CHARGE,16.5,Personal Loan,Per-Loan sal-inst-tr Group deals,NO RESTRICTION,,JOINT,,,,,0.4750712657793431,0.09501425315586862,,3.1049473458672012,0.024584521096322386,0.6779333468147095,,,0.32206665318529043,0.6779333468147095,2.1049473458672012,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,49.37,2012-03-06,2020-12-17,2025-03-08,2020-12-22,2025-03-03,Normal,2020-12-17,112,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,96,250000.0,430689.7274411008,180689.72744110075,4486.3513275114665,BULLET,Monthly,0,NO CHARGE,15.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,12500.0,,,34.45517819528806,0.35890810620091734,4.306897274411008,0.722758909764403,0.09034486372055038,1.8068972744110074,2.3835872328795906,0.017945405310045865,0.5804642740966903,0.20833333333333334,0.35890810620091734,0.4195357259033095,0.5804642740966903,1.3835872328795904,CUR
Giza,Giza,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,MR,54.05,2010-06-10,1998-03-18,2025-03-08,2020-09-07,2025-03-03,Special,2022-01-13,504,5,LOW,Low Risk Customer,Marginally,EGP,A,84,500000.0,697249.7291292096,197249.72912920965,8300.592013442973,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,ID Update Needed,,,,,,,0.3944994582584193,0.05635706546548847,,3.5348577268386103,0.016601184026885946,0.7171031828502056,,,0.2828968171497943,0.7171031828502057,2.5348577268386103,CUR
Sharqia,Sharqia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,40.42,2019-07-24,2019-07-24,2025-01-31,2020-02-09,2025-02-01,Normal,2025-02-18,1636,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,100000.0,147507.1265779343,47507.12657793431,2458.4521096322387,AMORT,Monthly,1,Admin Charge on LD Retail,16.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,25000.0,SEPARATE,MARRIED,5.900285063117372,0.09833808438528954,1.1800570126234746,0.4750712657793431,0.09501425315586862,0.38005701262347447,3.1049473458672012,0.024584521096322386,0.6779333468147095,0.06666666666666667,0.09833808438528954,0.32206665318529043,0.6779333468147095,2.1049473458672012,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,46.92,2020-09-13,2020-09-13,2025-03-08,2020-09-20,2025-03-03,Normal,2020-09-13,17,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,272000.0,453604.6351936541,181604.6351936541,4725.048283267231,BULLET,Monthly,0,NO CHARGE,14.000000000000002,Personal Loan,NAB Retail Past Due for pers Loan,Post No Debits,12500.0,,,36.28837081549233,0.37800386266137853,4.536046351936542,0.6676640999766695,0.08345801249708369,1.816046351936541,2.497759127733457,0.017371501041423647,0.599641138772484,0.22666666666666666,0.3780038626613784,0.40035886122751585,0.5996411387724842,1.4977591277334568,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,34.56,2020-08-05,2020-08-05,2025-03-08,2020-08-13,2025-03-03,Normal,2020-08-05,-22,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,77390.0,144000.92310610702,66610.92310610702,600.0038462754459,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,Post No Debits,10760.0,,,13.38298541878318,0.055762439244929914,0.6691492709391589,0.8607174454852955,0.04303587227426477,0.3095303118313523,2.16182146097454,0.0077529893561887305,0.5374271104010577,0.029968246592317224,0.055762439244929914,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,38.25,2020-04-21,2020-04-21,2025-03-08,2020-04-26,2025-03-03,Normal,2023-03-13,929,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,200000.0,273036.8765306897,73036.87653068971,4550.614608844829,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,PL-MEDICAL DOCTORS,NO RESTRICTION,,,,,,,0.36518438265344855,0.07303687653068971,,3.738342731783732,0.022753073044224144,0.7325017870892606,,,0.26749821291073944,0.7325017870892606,2.738342731783732,CUR
Ismailia,Alexandria,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,39.6,2015-05-11,2015-05-11,2025-03-08,2020-03-31,2025-03-03,Normal,2022-06-07,649,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,100000.0,139609.5050963258,39609.5050963258,2326.825084938763,BULLET,Monthly,0,NO CHARGE,14.000000000000002,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.39609505096325803,0.07921901019265161,,3.524646540188053,0.02326825084938763,0.7162836078460662,,,0.2837163921539339,0.7162836078460662,2.524646540188053,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,F,MRS,62.04,2020-11-23,2020-11-23,2025-01-31,2020-11-25,2025-02-01,Normal,2020-11-23,88,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,50,195000.0,265914.1471444927,70914.14714449272,5318.282942889855,AMORT,Monthly,1,Stamp Duty,15.5,Auto Loan,AL-SALARIED DP > 40% < 50%,ID Update Needed,,,,,,,0.3636622930486806,0.08727895033168334,,3.749803922800811,0.027273245860973613,0.7333193893367421,,,0.2666806106632578,0.7333193893367421,2.749803922800811,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,F,MRS,41.35,2018-10-09,2018-10-09,2025-03-08,2018-12-05,2025-03-03,Normal,2018-10-09,-688,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,120,165000.0,240228.6368236084,75228.63682360837,2001.905306863403,BULLET,Customized Repayment Scheduele,0,NO CHARGE,8.0,Mortgage Loan,Mort Loan-CBE mid incom,KYC Update Needed,44500.0,JOINT,,5.398396333114795,0.044986636109289956,0.5398396333114794,0.4559311322642931,0.04559311322642931,0.1690531164575469,3.1933137029570564,0.012132759435535776,0.6868456741115083,0.03089887640449438,0.04498663610928996,0.3131543258884916,0.6868456741115082,2.193313702957056,CUR
Giza,Giza,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,39.98,2020-04-12,2020-04-12,2025-03-08,2020-04-23,2025-03-03,Normal,2020-04-12,-137,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,113000.0,172678.11610657946,59678.11610657946,2055.69185841166,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,15000.0,,,11.511874407105298,0.13704612389411067,1.644553486729328,0.5281249212971634,0.07544641732816619,0.568363010538852,2.8934914064343573,0.018191963348775753,0.654396761719677,0.08968253968253968,0.1370461238941107,0.34560323828032297,0.654396761719677,1.893491406434357,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,36.88,2019-10-23,2019-10-23,2025-03-08,2020-03-31,2025-03-03,Normal,2019-10-23,-308,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,132000.0,227404.1760889012,95404.17608890118,2368.793500926054,BULLET,Monthly,0,NO CHARGE,15.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,6250.0,,,36.384668174224196,0.37900696014816865,4.5480835217780236,0.7227589097644028,0.09034486372055035,1.9080835217780237,2.383587232879591,0.017945405310045865,0.5804642740966904,0.22,0.3790069601481687,0.41953572590330945,0.5804642740966904,1.3835872328795908,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Professionals,Freelancer,Private business,M,MR,31.62,2018-06-07,2018-06-07,2025-03-08,2018-11-15,2025-03-03,Normal,2024-01-08,1230,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,180,347000.0,596900.2918727406,249900.2918727406,3316.1127326263368,BULLET,Monthly,0,NO CHARGE,8.0,Mortgage Loan,Mort Loan-CBE mid incom,ID Update Needed,44500.0,,,13.413489705005407,0.07451938725003004,0.8942326470003604,0.7201737517946415,0.048011583452976105,0.37438245973444284,2.3885538003961457,0.009556520843303565,0.5813366230921203,0.04332084893882647,0.07451938725003004,0.4186633769078797,0.5813366230921203,1.3885538003961457,CUR
Sharqia,Sharqia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,34.36,2018-11-05,2018-11-05,2025-03-08,2018-11-14,2025-03-03,Normal,2022-01-09,500,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,84,184000.0,318092.846505707,134092.846505707,3786.819601258417,BULLET,Monthly,0,NO CHARGE,17.25,Auto Loan,Auto Loan-install-tr-Group deals,NO RESTRICTION,,SEPARATE,,,,,0.728765470139712,0.10410935287710171,,2.3721835638127717,0.02058054131118705,0.5784474628123986,,,0.42155253718760133,0.5784474628123987,1.3721835638127715,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,MR,56.54,2010-06-10,2006-11-23,2025-03-08,2020-09-02,2025-03-03,Special,2023-04-06,953,5,LOW,Low Risk Customer,Marginally,EGP,A,84,500000.0,697249.7291292096,197249.72912920965,8300.592013442973,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Debits,,,,,,,0.3944994582584193,0.05635706546548847,,3.5348577268386103,0.016601184026885946,0.7171031828502056,,,0.2828968171497943,0.7171031828502057,2.5348577268386103,CUR
Beheira,Beheira,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,34.49,2016-01-03,2019-11-03,2025-03-08,2019-11-14,2025-03-03,Normal,2019-11-03,-297,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,60,136000.0,204997.26401107264,68997.26401107266,3416.621066851212,BULLET,Monthly,0,NO CHARGE,17.5,Auto Loan,Auto Loan-install-tr-Group deals,KYC Update Needed,,,,,,,0.5073328236108284,0.10146656472216568,,2.971092650545893,0.02512221372684715,0.6634234883869186,,,0.3365765116130812,0.6634234883869189,1.9710926505458934,CUR
Qena,Qena,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,30.92,2019-11-12,2019-11-12,2025-03-08,2019-11-18,2025-03-03,Normal,2019-11-12,-288,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,115000.0,214511.88514927728,99511.88514927728,2553.712918443777,BULLET,Monthly,0,NO CHARGE,20.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,,SEPARATE,,,,,0.865320740428498,0.12361724863264259,,2.15564085463248,0.022206199290815454,0.5361008315225626,,,0.4638991684774374,0.5361008315225626,1.1556408546324801,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,56.66,2019-11-17,2019-11-17,2025-03-08,2020-08-24,2025-03-03,Normal,2019-11-17,-283,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,305000.0,505224.8840206328,200224.88402063283,6014.581952626581,BULLET,Monthly,0,NO CHARGE,15.75,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,10833.0,SEPARATE,,46.637578142770494,0.5552092636044107,6.662511163252929,0.6564750295758454,0.09378214708226362,2.640409384297093,2.5232871852659944,0.019719940828283874,0.6036915631961313,0.33517514824631967,0.5552092636044107,0.3963084368038687,0.6036915631961314,1.5232871852659946,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Professionals,Employee,Salary,M,MR,52.16,2018-03-12,2018-03-12,2025-03-08,2018-09-17,2025-03-03,Normal,2025-01-26,1613,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,180,110000.0,177967.9976287801,67967.99762878011,988.7110979376672,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,ID Update Needed,7500.0,SEPARATE,MARRIED,23.729066350504016,0.13182814639168897,1.5819377567002675,0.6178908875343646,0.04119272583562431,0.6041599789224898,2.618408719362096,0.008988282708524248,0.6180886533850136,0.08148148148148149,0.13182814639168897,0.3819113466149864,0.6180886533850136,1.618408719362096,CUR
Dakahlia,Dakahlia,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,41.01,2014-06-30,2014-06-30,2025-03-08,2019-10-14,2025-03-03,Normal,2022-10-16,780,5,LOW,Low Risk Customer,Substandard,EGP,A,96,22000.0,40384.51100630909,18384.51100630909,420.67198964905305,BULLET,Customized Repayment Scheduele,0,NO CHARGE,17.0,Personal Loan,Per-Loan sal-inst-tr Group deals,Dormant Accounts Debit Restriction,,JOINT,,,,,0.8356595911958677,0.10445744889948347,,2.1966595136770386,0.019121454074956957,0.5447633127602569,,,0.45523668723974303,0.544763312760257,1.1966595136770386,CUR
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,42.93,2020-11-10,2020-11-10,2025-03-08,2020-11-15,2025-03-03,Normal,2020-11-10,75,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,96,211000.0,363502.129960289,152502.129960289,3786.480520419677,BULLET,Monthly,0,NO CHARGE,15.0,Personal Loan,NAB Retail Past Due for pers Loan,NO RESTRICTION,9000.0,,,40.38912555114322,0.4207200578244085,5.048640693892903,0.7227589097644028,0.09034486372055035,2.118085138337347,2.383587232879591,0.01794540531004586,0.5804642740966904,0.24421296296296297,0.4207200578244086,0.4195357259033095,0.5804642740966905,1.3835872328795908,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",House Wife,Salary,F,MRS,32.56,2019-07-16,2019-07-16,2025-03-08,2019-10-10,2025-03-03,Normal,2024-12-03,1559,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,95447.0,177599.898019235,82152.898019235,739.9995750801459,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,7000.0,SEPARATE,MARRIED,25.37141400274786,0.1057142250114494,1.268570700137393,0.8607174454852955,0.04303587227426477,0.5868064144231071,2.16182146097454,0.007752989356188731,0.5374271104010577,0.056813690476190476,0.1057142250114494,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,35.89,2018-10-21,2018-10-21,2025-03-08,2018-11-19,2025-03-03,Normal,2018-10-21,-676,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,123823.0,230399.6162523257,106576.61625232574,959.9984010513572,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,ID Update Needed,10760.0,,,21.412603740922464,0.0892191822538436,1.0706301870461232,0.8607174454852954,0.04303587227426477,0.4952444993137813,2.1618214609745396,0.0077529893561887305,0.5374271104010577,0.0479488073110285,0.08921918225384359,0.4625728895989423,0.5374271104010578,1.16182146097454,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,30.89,2020-06-04,2020-06-04,2025-03-08,2020-06-11,2025-03-03,Normal,2020-06-04,-84,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,130000.0,198656.23976863123,68656.23976863123,2364.955235340848,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,10000.0,,,19.865623976863123,0.23649552353408482,2.8379462824090176,0.5281249212971634,0.07544641732816619,0.9808034252661605,2.8934914064343573,0.018191963348775753,0.6543967617196771,0.15476190476190477,0.2364955235340848,0.34560323828032297,0.654396761719677,1.8934914064343573,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,MR,37.36,2018-07-10,2018-07-10,2025-03-08,2020-09-02,2025-03-03,Special,2021-12-22,482,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,146000.0,203596.9209057293,57596.92090572926,2423.772867925348,BULLET,Customized Repayment Scheduele,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.3944994582584196,0.056357065465488514,,3.534857726838609,0.016601184026885943,0.7171031828502057,,,0.2828968171497944,0.7171031828502055,2.5348577268386085,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Professionals,Businessman,Private business,M,MR,53.61,2019-10-14,2019-10-14,2025-03-08,2019-10-21,2025-03-03,Normal,2024-10-23,1518,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,60,150000.0,238444.9534348753,88444.95343487535,3974.0825572479225,BULLET,Monthly,0,NO CHARGE,20.0,Auto Loan,AL-SELF EMPL & PROF DP>40% < 50%,NO RESTRICTION,15000.0,SEPARATE,MARRIED,15.896330228991687,0.2649388371498615,3.179266045798338,0.589633022899169,0.1179266045798338,1.179266045798338,2.6959701393302153,0.02649388371498615,0.6290760103713764,0.16666666666666666,0.26493883714986144,0.3709239896286237,0.6290760103713765,1.6959701393302158,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,44.41,2019-10-28,2019-10-28,2025-03-08,2020-05-12,2025-03-03,Normal,2019-10-28,-303,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,46000.0,74220.83836538813,28220.83836538813,773.133732972793,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,JOINT,,,,,0.6134964862040897,0.07668706077551121,,2.6300011858052166,0.016807255064625937,0.6197720345537281,,,0.38022796544627185,0.6197720345537281,1.6300011858052166,CUR
Suez,Suez,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,30.8,2018-11-13,2018-11-13,2025-03-08,2020-04-01,2025-03-03,Normal,2018-11-13,-653,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,156000.0,217790.82795026823,61790.82795026823,3629.84713250447,BULLET,Monthly,0,NO CHARGE,14.000000000000002,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,SEPARATE,,,,,0.39609505096325787,0.07921901019265157,,3.5246465401880545,0.02326825084938763,0.7162836078460663,,,0.2837163921539338,0.7162836078460662,2.5246465401880545,CUR
